id,president,speech_type,sequence,paragraph_id,content,is_applause,word_count,char_count,sentence_count,reading_time_seconds
obama_sotu_01_011,Obama,SOTU,01,11,He worked construction. Their first child Jack was on the way. They were young and in love in America.,0,19,102,3,5.7
obama_sotu_01_012,Obama,SOTU,01,12,"And it doesn't get much better than that. ""If only we had known,"" Rebekah wrote to me last spring, ""what was about to happen to the housing and construction market."" As the crisis worsened, Ben's business dried up, so he took what jobs he could find, even if they kept him on the road for long stretches of time. Rebekah took out student loans and enrolled in community college and retrained for a new career.",0,75,409,4,22.5
obama_sotu_01_013,Obama,SOTU,01,13,"They sacrificed for each other. And slowly, it paid off. They bought their first home.",0,15,86,3,4.5
obama_sotu_01_014,Obama,SOTU,01,14,They had a second son Henry. Rebekah got a better job and then a raise. Ben is back in construction and home for dinner every night.,0,26,132,3,7.8
obama_sotu_01_015,Obama,SOTU,01,15,"""It is amazing,"" Rebekah wrote, ""what you can bounce back from when you have to. . .",0,17,84,3,5.1
obama_sotu_01_016,Obama,SOTU,01,16,"We are a strong, tight-knit family who has made it through some very, very hard times."" We are a strong, tight-knit family who has made it through some very, very hard times. America, Rebekah and Ben's story is our story. They represent the millions who have worked hard and scrimped and sacrificed and retooled.",0,54,312,4,16.2
obama_sotu_01_017,Obama,SOTU,01,17,"You are the reason that I ran for this office. You are the people I was thinking of 6 years ago today, in the darkest months of the crisis, when I stood on the steps of this Capitol and promised we would rebuild our economy on a new foundation. And it has been your resilience, your effort that has made it possible for our country to emerge stronger.",0,68,351,3,20.4
obama_sotu_01_018,Obama,SOTU,01,18,"We believed we could reverse the tide of outsourcing and draw new jobs to our shores. And over the past 5 years, our businesses have created more than 11 million new jobs. We believed we could reduce our dependence on foreign oil and protect our planet.",0,46,253,3,13.8
obama_sotu_01_019,Obama,SOTU,01,19,"And today, America is number one in oil and gas.",0,10,48,1,3.0
obama_sotu_01_020,Obama,SOTU,01,20,"America is number one in wind power. Every 3 weeks, we bring online as much solar power as we did in all of 2008. And thanks to lower gas prices and higher fuel standards, the typical family this year should save about $750 at the pump.",0,46,236,3,13.8
obama_sotu_01_021,Obama,SOTU,01,21,"We believed we could prepare our kids for a more competitive world. And today, our younger students have earned the highest math and reading scores on record. Our high school graduation rate has hit an alltime high.",0,37,215,3,11.1
obama_sotu_01_022,Obama,SOTU,01,22,"More Americans finish college than ever before. We believed that sensible regulations could prevent another crisis, shield families from ruin, and encourage fair competition. Today, we have new tools to stop taxpayer-funded bailouts and a new consumer watchdog to protect us from predatory lending and abusive credit card practices.",0,49,332,3,14.7
obama_sotu_01_023,Obama,SOTU,01,23,"And in the past year alone, about 10 million uninsured Americans finally gained the security of health coverage. At every step, we were told our goals were misguided or too ambitious, that we would crush jobs and explode deficits. Instead, we've seen the fastest economic growth in over a decade, our deficits cut by two-thirds, a stock market that has doubled, and health care inflation at its lowest rate in 50 years.",0,72,419,3,21.6
obama_sotu_01_024,Obama,SOTU,01,24,"This is good news, people. [Laughter] So the verdict is clear. Middle class economics works.",0,15,92,3,4.5
obama_sotu_01_025,Obama,SOTU,01,25,Expanding opportunity works. And these policies will continue to work as long as politics don't get in the way. We can't slow down businesses or put our economy at risk with Government shutdowns or fiscal showdowns.,0,36,215,3,10.8
obama_sotu_01_026,Obama,SOTU,01,26,"We can't put the security of families at risk by taking away their health insurance or unraveling the new rules on Wall Street or refighting past battles on immigration when we've got to fix a broken system. And if a bill comes to my desk that tries to do any of these things, I will veto it. It will have earned my veto.",0,63,321,3,18.9
obama_sotu_01_027,Obama,SOTU,01,27,"Today, thanks to a growing economy, the recovery is touching more and more lives. Wages are finally starting to rise again. We know that more small-business owners plan to raise their employees' pay than at any time since 2007.",0,39,227,3,11.7
obama_sotu_01_028,Obama,SOTU,01,28,"But here's the thing: Those of us here tonight, we need to set our sights higher than just making sure Government doesn't screw things up—[laughter]—that Government doesn't halt the progress we're making. We need to do more than just do no harm. Tonight, together, let's do more to restore the link between hard work and growing opportunity for every American.",0,60,360,3,18.0
obama_sotu_01_029,Obama,SOTU,01,29,"Because families like Rebekah's still need our help. She and Ben are working as hard as ever, but they've had to forego vacations and a new car so that they can pay off student loans and save for retirement. Friday night pizza, that's a big splurge.",0,46,249,3,13.8
obama_sotu_01_030,Obama,SOTU,01,30,"Basic childcare for Jack and Henry costs more than their mortgage and almost as much as a year at the University of Minnesota. Like millions of hard-working Americans, Rebekah isn't asking for a handout, but she is asking that we look for more ways to help families get ahead. And in fact, at every moment of economic change throughout our history, this country has taken bold action to adapt to new circumstances and to make sure everyone gets a fair shot.",0,81,457,3,24.3
obama_sotu_01_031,Obama,SOTU,01,31,"We set up worker protections, Social Security, Medicare, Medicaid to protect ourselves from the harshest adversity. We gave our citizens schools and colleges, infrastructure and the Internet, tools they needed to go as far as their efforts and their dreams will take them. That's what middle class economics is: the idea that this country does best when everyone gets their fair shot, everyone does their fair share, everyone plays by the same set of rules.",0,75,457,3,22.5
obama_sotu_01_032,Obama,SOTU,01,32,"We don't just want everyone to share in America's success, we want everyone to contribute to our success. So what does middle class economics require in our time? First, middle class economics means helping working families feel more secure in a world of constant change.",0,45,271,3,13.5
obama_sotu_01_033,Obama,SOTU,01,33,"That means helping folks afford childcare, college, health care, a home, retirement. And my budget will address each of these issues, lowering the taxes of working families and putting thousands of dollars back into their pockets each year. Here's one example.",0,41,260,3,12.3
obama_sotu_01_034,Obama,SOTU,01,34,"During World War II, when men like my grandfather went off to war, having women like my grandmother in the workforce was a national security priority, so this country provided universal childcare. In today's economy, when having both parents in the workforce is an economic necessity for many families, we need affordable, high-quality childcare more than ever. It's not a nice-to-have, it's a must-have.",0,64,404,3,19.2
obama_sotu_01_035,Obama,SOTU,01,35,"So it's time we stop treating childcare as a side issue, or as a women's issue, and treat it like the national economic priority that it is for all of us. And that's why my plan will make quality childcare more available and more affordable for every middle class and low-income family with young children in America, by creating more slots and a new tax cut of up to $3,000 per child, per year. Here's another example.",0,77,419,3,23.1
obama_sotu_01_036,Obama,SOTU,01,36,"Today, we are the only advanced country on Earth that doesn't guarantee paid sick leave or paid maternity leave to our workers. Forty-three million workers have no paid sick leave—43 million. Think about that.",0,34,209,3,10.2
obama_sotu_01_037,Obama,SOTU,01,37,"And that forces too many parents to make the gut- wrenching choice between a paycheck and a sick kid at home. So I'll be taking new action to help States adopt paid leave laws of their own. And since paid sick leave won where it was on the ballot last November, let's put it to a vote right here in Washington.",0,61,310,3,18.3
obama_sotu_01_038,Obama,SOTU,01,38,Send me a bill that gives every worker in America the opportunity to earn 7 days of paid sick leave. It's the right thing to do. [Applause ] It's the right thing to do.,0,34,168,3,10.2
obama_sotu_01_039,Obama,SOTU,01,39,"Of course, nothing helps families make ends meet like higher wages. That's why this Congress still needs to pass a law that makes sure a woman is paid the same as a man for doing the same work. I mean, it's 2015.",0,42,212,3,12.6
obama_sotu_01_040,Obama,SOTU,01,40,"[Laughter] It's time. We still need to make sure employees get the overtime they've earned. And to everyone in this Congress who still refuses to raise the minimum wage, I say this: If you truly believe you could work full time and support a family on less than $15,000 a year, try it.",0,53,285,3,15.9
obama_sotu_01_041,Obama,SOTU,01,41,"If not, vote to give millions of the hardest working people in America a raise. Now, these ideas won't make everybody rich, won't relieve every hardship. That's not the job of government.",0,32,187,3,9.6
obama_sotu_01_042,Obama,SOTU,01,42,"To give working families a fair shot, we still need more employers to see beyond next quarter's earnings and recognize that investing in their workforce is in their company's long-term interest. We still need laws that strengthen rather than weaken unions, and give American workers a voice.",0,47,291,2,14.1
obama_sotu_01_043,Obama,SOTU,01,43,"But you know, things like childcare and sick leave and equal pay, things like lower mortgage premiums and a higher minimum wage—these ideas will make a meaningful difference in the lives of millions of families. That's a fact. And that's what all of us, Republicans and Democrats alike, were sent here to do.",0,53,308,3,15.9
obama_sotu_01_044,Obama,SOTU,01,44,"Now, second, to make sure folks keep earning higher wages down the road, we have to do more to help Americans upgrade their skills.",0,24,131,1,7.2
obama_sotu_01_045,Obama,SOTU,01,45,"America thrived in the 20th century because we made high school free, sent a generation of GIs to college, trained the best workforce in the world. We were ahead of the curve.",0,32,175,2,9.6
obama_sotu_01_046,Obama,SOTU,01,46,"But other countries caught on. And in a 21st-century economy that rewards knowledge like never before, we need to up our game. We need to do more.",0,27,146,3,8.1
obama_sotu_01_047,Obama,SOTU,01,47,"By the end of this decade, two in three job openings will require some higher education—two in three. And yet we still live in a country where too many bright, striving Americans are priced out of the education they need. It's not fair to them, and it's sure not smart for our future.",0,53,284,3,15.9
obama_sotu_01_048,Obama,SOTU,01,48,"And that's why I'm sending this Congress a bold new plan to lower the cost of community college to zero. Keep in mind, 40 percent of our college students choose community college. Some are young and starting out.",0,38,212,3,11.4
obama_sotu_01_049,Obama,SOTU,01,49,"Some are older and looking for a better job. Some are veterans and single parents trying to transition back into the job market. Whoever you are, this plan is your chance to graduate ready for the new economy without a load of debt.",0,43,232,3,12.9
obama_sotu_01_050,Obama,SOTU,01,50,"Understand, you've got to earn it. You've got to keep your grades up and graduate on time. Tennessee, a State with Republican leadership, and Chicago, a city with Democratic leadership, are showing that free community college is possible.",0,38,238,3,11.4
obama_sotu_01_051,Obama,SOTU,01,51,I want to spread that idea all across America so that 2 years of college becomes as free and universal in America as high school is today. Let's stay ahead of the curve. And I want to work with this Congress to make sure those already burdened with student loans can reduce their monthly payments so that student debt doesn't derail anyone's dreams.,0,63,349,3,18.9
obama_sotu_01_052,Obama,SOTU,01,52,"Thanks to Vice President Biden's great work to update our job training system, we're connecting community colleges with local employers to train workers to fill high-paying jobs like coding and nursing and robotics.",0,33,215,1,9.9
obama_sotu_01_053,Obama,SOTU,01,53,"Tonight I'm also asking more businesses to follow the lead of companies like CVS and UPS and offer more educational benefits and paid apprenticeships, opportunities that give workers the chance to earn higher paying jobs even if they don't have a higher education. And as a new generation of veterans comes home, we owe them every opportunity to live the American Dream they helped defend. Already, we've made strides towards ensuring that every veteran has access to the highest quality care.",0,81,493,3,24.3
obama_sotu_01_054,Obama,SOTU,01,54,"We're slashing the backlog that had too many veterans waiting years to get the benefits they need. And we're making it easier for vets to translate their training and experience into civilian jobs. And Joining Forces, the national campaign launched by Michelle and Jill Biden—[applause ]— thank you, Michelle; thank you, Jill—has helped nearly 700,000 veterans and military spouses get a new job.",0,63,396,3,18.9
obama_sotu_01_055,Obama,SOTU,01,55,"So to every CEO in America, let me repeat: If you want somebody who's going to get the job done and done right, hire a veteran. Finally, as we better train our workers, we need the new economy to keep churning out high-wage jobs for our workers to fill.",0,49,253,2,14.7
obama_sotu_01_056,Obama,SOTU,01,56,"Since 2010, America has put more people back to work than Europe, Japan, and all advanced economies combined. Our manufacturers have added almost 800,000 new jobs. Some of our bedrock sectors, like our auto industry, are booming.",0,37,229,3,11.1
obama_sotu_01_057,Obama,SOTU,01,57,"But there are also millions of Americans who work in jobs that didn't even exist 10 or 20 years ago, jobs at companies like Google and eBay and Tesla. So no one knows for certain which industries will generate the jobs of the future.",0,44,233,2,13.2
obama_sotu_01_058,Obama,SOTU,01,58,"But we do know we want them here in America. We know that. And that's why the third part of middle class economics is all about building the most competitive economy anywhere, the place where businesses want to locate and hire.",0,41,227,3,12.3
obama_sotu_01_059,Obama,SOTU,01,59,"Twenty-first century businesses need 21st-century infrastructure: modern ports and stronger bridges, faster trains and the fastest Internet. Democrats and Republicans used to agree on this. So let's set our sights higher than a single oil pipeline.",0,36,248,3,10.8
obama_sotu_01_060,Obama,SOTU,01,60,Let's pass a bipartisan infrastructure plan that could create more than 30 times as many jobs per year and make this country stronger for decades to come. Let's do it. Let's get it done.,0,34,186,3,10.2
obama_sotu_01_061,Obama,SOTU,01,61,"[Applause ] Let's get it done. Twenty-first century businesses, including small businesses, need to sell more American products overseas. Today, our businesses export more than ever, and exporters tend to pay their workers higher wages.",0,35,236,3,10.5
obama_sotu_01_062,Obama,SOTU,01,62,"But as we speak, China wants to write the rules for the world's fastest growing region. That would put our workers and our businesses at a disadvantage. Why would we let that happen?",0,33,182,3,9.9
obama_sotu_01_063,Obama,SOTU,01,63,"We should write those rules. We should level the playing field. And that's why I'm asking both parties to give me trade promotion authority to protect American workers, with strong new trade deals from Asia to Europe that aren't just free, but are also fair.",0,45,258,3,13.5
obama_sotu_01_064,Obama,SOTU,01,64,"It's the right thing to do. Look, I'm the first one to admit that past trade deals haven't always lived up to the hype, and that's why we've gone after countries that break the rules at our expense.",0,38,198,2,11.4
obama_sotu_01_065,Obama,SOTU,01,65,But 95 percent of the world's customers live outside our borders. We can't close ourselves off from those opportunities. More than half of manufacturing executives have said they're actively looking to bring jobs back from China.,0,36,229,3,10.8
obama_sotu_01_066,Obama,SOTU,01,66,"So let's give them one more reason to get it done. Twenty-first century businesses will rely on American science and technology, research and development. I want the country that eliminated polio and mapped the human genome to lead a new era of medicine, one that delivers the right treatment at the right time.",0,53,311,3,15.9
obama_sotu_01_067,Obama,SOTU,01,67,"In some patients with cystic fibrosis, this approach has reversed a disease once thought unstoppable. So tonight I'm launching a new precision medicine initiative to bring us closer to curing diseases like cancer and diabetes and to give all of us access to the personalized information we need to keep ourselves and our families healthier. We can do this.",0,59,356,3,17.7
obama_sotu_01_068,Obama,SOTU,01,68,"I intend to protect a free and open Internet, extend its reach to every classroom and every community and help folks build the fastest networks so that the next generation of digital innovators and entrepreneurs have the platform to keep reshaping our world. I want Americans to win the race for the kinds of discoveries that unleash new jobs: converting sunlight into liquid fuel; creating revolutionary prosthetics so that a veteran who gave his arms for his country can play catch with his kids again; pushing out into the solar system not just to visit, but to stay. Last month, we launched a new spacecraft as part of a reenergized space program that will send American astronauts to Mars.",0,119,694,3,35.7
obama_sotu_01_069,Obama,SOTU,01,69,"And in 2 months, to prepare us for those missions, Scott Kelly will begin a year-long stay in space. So good luck, Captain. Make sure to Instagram it.",0,28,150,3,8.4
obama_sotu_01_070,Obama,SOTU,01,70,"We're proud of you. Now, the truth is, when it comes to issues like infrastructure and basic research, I know there's bipartisan support in this Chamber. Members of both parties have told me so.",0,34,194,3,10.2
obama_sotu_01_071,Obama,SOTU,01,71,"Where we too often run onto the rocks is how to pay for these investments. As Americans, we don't mind paying our fair share of taxes as long as everybody else does too.",0,33,169,2,9.9
obama_sotu_01_072,Obama,SOTU,01,72,"But for far too long, lobbyists have rigged the Tax Code with loopholes that let some corporations pay nothing while others pay full freight. They've riddled it with giveaways that the super-rich don't need, while denying a break to middle class families who do. This year, we have an opportunity to change that.",0,53,312,3,15.9
obama_sotu_01_073,Obama,SOTU,01,73,"Let's close loopholes so we stop rewarding companies that keep profits abroad and reward those that invest here in America. Let's use those savings to rebuild our infrastructure and to make it more attractive for companies to bring jobs home. Let's simplify the system and let a small-business owner file based on her actual bank statement, instead of the number of accountants she can afford.",0,65,393,3,19.5
obama_sotu_01_074,Obama,SOTU,01,74,"And let's close the loopholes that lead to inequality by allowing the top 1 percent to avoid paying taxes on their accumulated wealth. We can use that money to help more families pay for childcare and send their kids to college. We need a Tax Code that truly helps working Americans trying to get a leg up in the new economy, and we can achieve that together.",0,67,359,3,20.1
obama_sotu_01_075,Obama,SOTU,01,75,"[Applause ] We can achieve it together. Helping hard-working families make ends meet, giving them the tools they need for good-paying jobs in this new economy, maintaining the conditions of growth and competitiveness—this is where America needs to go. I believe it's where the American people want to go.",0,49,304,3,14.7
obama_sotu_01_076,Obama,SOTU,01,76,"It will make our economy stronger a year from now, 15 years from now, and deep into the century ahead. Of course, if there's one thing this new century has taught us, it's that we cannot separate our work here at home from challenges beyond our shores. My first duty as Commander in Chief is to defend the United States of America.",0,62,331,3,18.6
obama_sotu_01_077,Obama,SOTU,01,77,"In doing so, the question is not whether America leads in the world, but how.",0,15,77,1,4.5
obama_sotu_01_078,Obama,SOTU,01,78,"When we make rash decisions, reacting to the headlines instead of using our heads, when the first response to a challenge is to send in our military, then we risk getting drawn into unnecessary conflicts and neglect the broader strategy we need for a safer, more prosperous world. That's what our enemies want us to do. I believe in a smarter kind of American leadership.",0,65,371,3,19.5
obama_sotu_01_079,Obama,SOTU,01,79,"We lead best when we combine military power with strong diplomacy, when we leverage our power with coalition building, when we don't let our fears blind us to the opportunities that this new century presents. That's exactly what we're doing right now. And around the globe, it is making a difference.",0,51,300,3,15.3
obama_sotu_01_080,Obama,SOTU,01,80,"First, we stand united with people around the world who have been targeted by terrorists, from a school in Pakistan to the streets of Paris.",0,25,140,1,7.5
obama_sotu_01_081,Obama,SOTU,01,81,"We will continue to hunt down terrorists and dismantle their networks, and we reserve the right to act unilaterally, as we have done relentlessly since I took office, to take out terrorists who pose a direct threat to us and our allies. At the same time, we've learned some costly lessons over the last 13 years. Instead of Americans patrolling the valleys of Afghanistan, we've trained their security forces, who have now taken the lead, and we've honored our troops' sacrifice by supporting that country's first democratic transition.",0,88,536,3,26.4
obama_sotu_01_082,Obama,SOTU,01,82,"Instead of sending large ground forces overseas, we're partnering with nations from South Asia to North Africa to deny safe haven to terrorists who threaten America. In Iraq and Syria, American leadership—including our military power—is stopping ISIL's advance. Instead of getting dragged into another ground war in the Middle East, we are leading a broad coalition, including Arab nations, to degrade and ultimately destroy this terrorist group.",0,67,446,3,20.1
obama_sotu_01_083,Obama,SOTU,01,83,"We're also supporting a moderate opposition in Syria that can help us in this effort and assisting people everywhere who stand up to the bankrupt ideology of violent extremism. Now, this effort will take time. It will require focus.",0,39,232,3,11.7
obama_sotu_01_084,Obama,SOTU,01,84,But we will succeed. And tonight I call on this Congress to show the world that we are united in this mission by passing a resolution to authorize the use of force against ISIL. We need that authority.,0,38,201,3,11.4
obama_sotu_01_085,Obama,SOTU,01,85,"Second, we're demonstrating the power of American strength and diplomacy. We're upholding the principle that bigger nations can't bully the small, by opposing Russian aggression and supporting Ukraine's democracy and reassuring our NATO allies. Last year, as we were doing the hard work of imposing sanctions along with our allies, as we were reinforcing our presence with frontline states, Mr.",0,60,394,3,18.0
obama_sotu_01_086,Obama,SOTU,01,86,"Putin's aggression, it was suggested, was a masterful display of strategy and strength. That's what I heard from some folks. [Laughter] Well, today, it is America that stands strong and united with our allies, while Russia is isolated with its economy in tatters.",0,43,263,3,12.9
obama_sotu_01_087,Obama,SOTU,01,87,"That's how America leads: not with bluster, but with persistent, steady resolve. In Cuba, we are ending a policy that was long past its expiration date.",0,26,152,2,7.8
obama_sotu_01_088,Obama,SOTU,01,88,"When what you're doing doesn't work for 50 years, it's time to try something new. [Laughter] And our shift in Cuba policy has the potential to end a legacy of mistrust in our hemisphere. It removes a phony excuse for restrictions in Cuba.",0,43,238,3,12.9
obama_sotu_01_089,Obama,SOTU,01,89,"It stands up for democratic values and extends the hand of friendship to the Cuban people. And this year, Congress should begin the work of ending the embargo. As His Holiness Pope Francis has said, diplomacy is the work of ""small steps."" And these small steps have added up to new hope for the future in Cuba.",0,57,310,4,17.1
obama_sotu_01_090,Obama,SOTU,01,90,"And after years in prison, we are overjoyed that Alan Gross is back where he belongs. Welcome home, Alan. We're glad you're here.",0,23,129,3,6.9
obama_sotu_01_091,Obama,SOTU,01,91,"Our diplomacy is at work with respect to Iran, where, for the first time in a decade, we've halted the progress of its nuclear program and reduced its stockpile of nuclear material. Between now and this spring, we have a chance to negotiate a comprehensive agreement that prevents a nuclear- armed Iran, secures America and our allies, including Israel, while avoiding yet another Middle East conflict. There are no guarantees that negotiations will succeed, and I keep all options on the table to prevent a nuclear Iran.",0,87,521,3,26.1
obama_sotu_01_092,Obama,SOTU,01,92,"But new sanctions passed by this Congress, at this moment in time, will all but guarantee that diplomacy fails: alienating America from its allies, making it harder to maintain sanctions, and ensuring that Iran starts up its nuclear program again. It doesn't make sense. And that's why I will veto any new sanctions bill that threatens to undo this progress.",0,60,358,3,18.0
obama_sotu_01_093,Obama,SOTU,01,93,"The American people expect us only to go to war as a last resort, and I intend to stay true to that wisdom. Third, we're looking beyond the issues that have consumed us in the past to shape the coming century. No foreign nation, no hacker, should be able to shut down our networks, steal our trade secrets, or invade the privacy of American families, especially our kids.",0,68,371,3,20.4
obama_sotu_01_094,Obama,SOTU,01,94,"So we're making sure our Government integrates intelligence to combat cyber threats, just as we have done to combat terrorism. And tonight I urge this Congress to finally pass the legislation we need to better meet the evolving threat of cyber attacks, combat identity theft, and protect our children's information. That should be a bipartisan effort.",0,56,351,3,16.8
obama_sotu_01_095,Obama,SOTU,01,95,"If we don't act, we'll leave our Nation and our economy vulnerable. If we do, we can continue to protect the technologies that have unleashed untold opportunities for people around the globe. In West Africa, our troops, our scientists, our doctors, our nurses, our health care workers are rolling back Ebola, saving countless lives and stopping the spread of disease.",0,60,367,3,18.0
obama_sotu_01_096,Obama,SOTU,01,96,"I could not be prouder of them, and I thank this Congress for your bipartisan support of their efforts.",0,19,103,1,5.7
obama_sotu_01_097,Obama,SOTU,01,97,"But the job is not yet done, and the world needs to use this lesson to build a more effective global effort to prevent the spread of future pandemics, invest in smart development, and eradicate extreme poverty. In the Asia-Pacific, we are modernizing alliances while making sure that other nations play by the rules: in how they trade, how they resolve maritime disputes, how they participate in meeting common international challenges like nonproliferation and disaster relief. And no challenge—no challenge—poses a greater threat to future generations than climate change.",0,89,574,3,26.7
obama_sotu_01_098,Obama,SOTU,01,98,"Two thousand fourteen was the planet's warmest year on record. Now, 1 year doesn't make a trend, but this does: 14 of the 15 warmest years on record have all fallen in the first 15 years of this century. Now, I've heard some folks try to dodge the evidence by saying they're not scientists, that we don't have enough information to act.",0,62,336,3,18.6
obama_sotu_01_099,Obama,SOTU,01,99,"Well, I'm not a scientist, either.",0,6,34,1,1.8
obama_sotu_01_100,Obama,SOTU,01,100,"But you know what, I know a lot of really good scientists— [laughter]—at NASA and at NOAA and at our major universities. And the best scientists in the world are all telling us that our activities are changing the climate, and if we don't act forcefully, we'll continue to see rising oceans, longer, hotter heat waves, dangerous droughts and floods, and massive disruptions that can trigger greater migration and conflict and hunger around the globe. The Pentagon says that climate change poses immediate risks to our national security.",0,88,536,3,26.4
obama_sotu_01_101,Obama,SOTU,01,101,"We should act like it. And that's why, over the past 6 years, we've done more than ever to combat climate change, from the way we produce energy to the way we use it. That's why we've set aside more public lands and waters than any administration in history.",0,49,258,3,14.7
obama_sotu_01_102,Obama,SOTU,01,102,And that's why I will not let this Congress endanger the health of our children by turning back the clock on our efforts.,0,23,121,1,6.9
obama_sotu_01_103,Obama,SOTU,01,103,"I am determined to make sure that American leadership drives international action. In Beijing, we made a historic announcement: The United States will double the pace at which we cut carbon pollution. And China committed, for the first time, to limiting their emissions.",0,43,270,3,12.9
obama_sotu_01_104,Obama,SOTU,01,104,"And because the world's two largest economies came together, other nations are now stepping up and offering hope that this year the world will finally reach an agreement to protect the one planet we've got. And there's one last pillar of our leadership, and that's the example of our values. As Americans, we respect human dignity, even when we're threatened, which is why I have prohibited torture and worked to make sure our use of new technology like drones is properly constrained.",0,82,485,3,24.6
obama_sotu_01_105,Obama,SOTU,01,105,"It's why we speak out against the deplorable anti-Semitism that has resurfaced in certain parts of the world. It's why we continue to reject offensive stereotypes of Muslims, the vast majority of whom share our commitment to peace. That's why we defend free speech and advocate for political prisoners and condemn the persecution of women or religious minorities or people who are lesbian, gay, bisexual, or transgender.",0,67,420,3,20.1
obama_sotu_01_106,Obama,SOTU,01,106,"We do these things not only because they are the right thing to do, but because ultimately, they will make us safer. As Americans, we have a profound commitment to justice. So it makes no sense to spend $3 million per prisoner to keep open a prison that the world condemns and terrorists use to recruit.",0,56,303,3,16.8
obama_sotu_01_107,Obama,SOTU,01,107,"Since I've been President, we've worked responsibly to cut the population of Gitmo in half.",0,15,91,1,4.5
obama_sotu_01_108,Obama,SOTU,01,108,Now it is time to finish the job. And I will not relent in my determination to shut it down. It is not who we are.,0,26,114,3,7.8
obama_sotu_01_109,Obama,SOTU,01,109,"It's time to close Gitmo. As Americans, we cherish our civil liberties, and we need to uphold that commitment if we want maximum cooperation from other countries and industry in our fight against terrorist networks. So while some have moved on from the debates over our surveillance programs, I have not.",0,51,304,3,15.3
obama_sotu_01_110,Obama,SOTU,01,110,"As promised, our intelligence agencies have worked hard, with the recommendations of privacy advocates, to increase transparency and build more safeguards against potential abuse. And next month, we'll issue a report on how we're keeping our promise to keep our country safe while strengthening privacy. Looking to the future instead of the past, making sure we match our power with diplomacy and use force wisely, building coalitions to meet new challenges and opportunities, leading always with the example of our values—that's what makes us exceptional.",0,85,556,3,25.5
obama_sotu_01_111,Obama,SOTU,01,111,"That's what keeps us strong. That's why we have to keep striving to hold ourselves to the highest of standards: our own. You know, just over a decade ago, I gave a speech in Boston where I said there wasn't a liberal America or a conservative America, a Black America or a White America, but a United States of America.",0,60,319,3,18.0
obama_sotu_01_112,Obama,SOTU,01,112,"I said this because I had seen it in my own life, in a nation that gave someone like me a chance; because I grew up in Hawaii, a melting pot of races and customs; because I made Illinois my home, a State of small towns, rich farmland, one of the world's great cities, a microcosm of the country where Democrats and Republicans and Independents, good people of every ethnicity and every faith, share certain bedrock values. Over the past 6 years, the pundits have pointed out more than once that my Presidency hasn't delivered on this vision. How ironic, they say, that our politics seems more divided than ever.",0,110,611,3,33.0
